county_number,county,record_kind,water_name,water_type,access_point_name,access_status,access_category,latitude,longitude,camping,restroom,boat_ramp,dock,ada_fishing,foot_access_only,day_use_only,pack_in_pack_out,private_land_nearby,public_access_verification,water_name_match_status,access_details,directions_url,official_source_name,official_source_url,source_record_id,source_water_id,source_site_id,last_generated
15,Caribou,access_point,,unknown,Pebble Beach,Active,Boating,42.9547514,-111.639582,True,,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=42.9547514,-111.639582",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,193,,193,2026-07-26T02:39:14Z
15,Caribou,access_point,Blackfoot,unknown,Blackfoot River Park,Active,Fishing,42.8211935,-111.5524058,,,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=42.8211935,-111.5524058",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,165,,165,2026-07-26T02:39:14Z
15,Caribou,access_point,Blackfoot River WMA,river,Blackfoot River WMA,Active,Boating,42.8286099,-111.3483166,False,,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,About 6 miles of continuous river access. There are several sportsman access parking areas.,"https://www.google.com/maps/search/?api=1&query=42.8286099,-111.3483166",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,166,,166,2026-07-26T02:39:14Z
15,Caribou,access_point,Chesterfield Reservoir,reservoir,Chesterfield Reservoir,Active,Boating,42.8832441,-111.9532618,False,True,True,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=42.8832441,-111.9532618",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,196,,196,2026-07-26T02:39:14Z
15,Caribou,access_point,Dike Lake (Blackfoot Reservoir),reservoir,Dike Lake (Blackfoot Reservoir),Active,Boating,42.8445535,-111.6023432,True,True,True,True,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=42.8445535,-111.6023432",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,195,,195,2026-07-26T02:39:14Z
15,Caribou,access_point,Twenty-four Mile Reservoir,reservoir,Twenty-four Mile Reservoir,Active,Fishing,42.9055666,-111.8862924,True,False,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=42.9055666,-111.8862924",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,197,,197,2026-07-26T02:39:14Z
16,Cassia,access_point,,unknown,Big Cottonwood WMA,Active,Fishing,42.3045416,-114.0100275,False,False,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=42.3045416,-114.0100275",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,137,,137,2026-07-26T02:39:14Z
16,Cassia,access_point,,unknown,Gifford Springs,Active,Fishing,42.6289762,-113.2105489,True,,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=42.6289762,-113.2105489",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,212,,212,2026-07-26T02:39:14Z
16,Cassia,access_point,,unknown,Peterson Island,Active,Fishing,42.5529787,-113.6367635,False,False,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=42.5529787,-113.6367635",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,147,,147,2026-07-26T02:39:14Z
16,Cassia,access_point,Sublett Reservoir,reservoir,Sublett Reservoir,Active,Boating,42.3239683,-113.0465846,True,True,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=42.3239683,-113.0465846",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,155,,155,2026-07-26T02:39:14Z
17,Clark,access_point,,unknown,Kaufman,Active,Fishing,44.2308612,-112.9757644,True,,False,False,False,False,False,True,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Camping is limited to no more than 10 days within any 30 day period. Pets must be on a leash at all times. Please pack out what you pack in. Groups of 15 people or larger must obtain a permit at the IDFG Regional Office.,"https://www.google.com/maps/search/?api=1&query=44.2308612,-112.9757644",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,216,,216,2026-07-26T02:39:14Z
17,Clark,access_point,Birch Creek,creek,Birch Creek,Active,Fishing,44.1396826,-112.8979318,True,,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=44.1396826,-112.8979318",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,318,,318,2026-07-26T02:39:14Z
18,Clearwater,access_point,,unknown,Ahsahka,Active,Boating,46.5006504,-116.3160589,True,,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Use permit required for 15 or more people in group. Call Fish & Game 208-799-5010.,"https://www.google.com/maps/search/?api=1&query=46.5006504,-116.3160589",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,49,,49,2026-07-26T02:39:14Z
18,Clearwater,access_point,,unknown,Ahsahka Bridge,Active,Fishing,46.504098,-116.3222387,False,,False,False,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Handicap fishing site and parking. Use permit required for 15 or more people in group. Fish & Game. 208-799-5010,"https://www.google.com/maps/search/?api=1&query=46.504098,-116.3222387",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,76,,76,2026-07-26T02:39:14Z
18,Clearwater,access_point,,unknown,Clearwater Hatchery,Active,Fishing,46.5049546,-116.3298454,False,False,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Parking for cab/pickup campers limited. Access to Clearwater River/ Poleyard hole in fenced walkway through Hatchery.,"https://www.google.com/maps/search/?api=1&query=46.5049546,-116.3298454",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,67,,67,2026-07-26T02:39:14Z
18,Clearwater,access_point,,unknown,Greer,Active,Boating,46.392608,-116.1772278,True,True,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Use permit required for 15 or more people in group. Fish & game 208-799-5010.,"https://www.google.com/maps/search/?api=1&query=46.392608,-116.1772278",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,57,,57,2026-07-26T02:39:14Z
18,Clearwater,access_point,,unknown,Loffs Bay,Active,Boating,47.5573475,-116.8269391,False,,True,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=47.5573475,-116.8269391",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,25,,25,2026-07-26T02:39:14Z
18,Clearwater,access_point,,unknown,McGill Spur,Active,Fishing,46.5005089,-116.3746383,False,False,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Use permit required for 15 or more people in party. No fires. Steep roadway into and out of site. No toilet or garbage.,"https://www.google.com/maps/search/?api=1&query=46.5005089,-116.3746383",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,48,,48,2026-07-26T02:39:14Z
18,Clearwater,access_point,,unknown,Mica Bay,Active,Boating,47.5994835,-116.8594802,False,,True,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Kootenai County operated site.,"https://www.google.com/maps/search/?api=1&query=47.5994835,-116.8594802",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,24,,24,2026-07-26T02:39:14Z
18,Clearwater,access_point,,unknown,Zans,Active,Boating,46.4181616,-116.2055994,True,,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Use permit required for 15 or more pople in a group. Fish & Game 208-799-5010.,"https://www.google.com/maps/search/?api=1&query=46.4181616,-116.2055994",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,61,,61,2026-07-26T02:39:14Z
18,Clearwater,access_point,Campbell Pond,pond,Campbell Pond,Active,Boating,46.5433869,-115.871436,True,,True,True,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=46.5433869,-115.871436",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,72,,72,2026-07-26T02:39:14Z
18,Clearwater,access_point,Deer Creek Reservoir,reservoir,Deer Creek Reservoir,Active,Boating,46.6251602,-115.7795421,False,True,True,True,False,False,True,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Day use only/no camping. Roadway gate closed from October 1 until May 20,"https://www.google.com/maps/search/?api=1&query=46.6251602,-115.7795421",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,69,,69,2026-07-26T02:39:14Z
18,Clearwater,access_point,Deyo Reservoir,reservoir,Deyo Reservoir,Active,Boating,46.3675243,-116.0115801,True,True,True,True,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,RV and tent camping managed by Weippe Frasier Recreation District.,"https://www.google.com/maps/search/?api=1&query=46.3675243,-116.0115801",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,322,,322,2026-07-26T02:39:14Z
18,Clearwater,access_point,Elk Creek Reservoir,reservoir,Elk Creek Reservoir,Active,Fishing,46.7721625,-116.1747601,True,True,True,True,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Elk River Recreation District manages the camping sites and park area. 208-826-3584.,"https://www.google.com/maps/search/?api=1&query=46.7721625,-116.1747601",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,41,,41,2026-07-26T02:39:14Z
19,Custer,access_point,,unknown,Bayhorse Recreation Site,Active,Boating,44.3854809,-114.2606965,True,,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,The boat ramp at this developed BLM campground was constructed in part with IDFG Steelhead and Salmon permit funds. This fee site provides most camping amenities.,"https://www.google.com/maps/search/?api=1&query=44.3854809,-114.2606965",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,285,,285,2026-07-26T02:39:14Z
19,Custer,access_point,,unknown,Challis Bridge Recreation Site,Active,Boating,44.4699754,-114.199628,False,,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,The boat ramp at this developed BLM campground was constructed in part with IDFG Steelhead and Salmon permit funds.,"https://www.google.com/maps/search/?api=1&query=44.4699754,-114.199628",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,284,,284,2026-07-26T02:39:14Z
19,Custer,access_point,,unknown,Cottonwood Recreation Site,Active,Fishing,44.6682715,-114.0796848,True,,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,"This developed BLM Recreation Site provides most camping amenities. Located 2 miles south of Ellis along US Highway 93, it provides the nearest developed upstream boat access to the Salmon River from the Deer Gulch Access.","https://www.google.com/maps/search/?api=1&query=44.6682715,-114.0796848",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,269,,269,2026-07-26T02:39:14Z
19,Custer,access_point,,unknown,M-M (M BAR M),Active,Fishing,44.2886236,-115.0326575,False,False,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,"Visitors have two options to access Valley Creek. From State Highway 21, approximately 8.5 miles west of Stanley, take the M-M Sportsman Access turn and drive .8 mile. The other option is to access Forest Service Road 682 from State Hwy 21 and proceed to the foot access turnoff. Both options provide walking access to Valley Creek. Offsite camping is available at nearby Sawtooth National Recreational Area campgrounds.","https://www.google.com/maps/search/?api=1&query=44.2886236,-115.0326575",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,293,,293,2026-07-26T02:39:14Z
19,Custer,access_point,,unknown,Mackay Dam,Active,Fishing,43.9517802,-113.6726077,True,,False,False,True,False,False,True,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Camping is limited to no more than 10 days within any 30 day period. Pets must be on a leash at all times. Fires only in approved fire pits. Please pack out what you pack in.,"https://www.google.com/maps/search/?api=1&query=43.9517802,-113.6726077",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,251,,251,2026-07-26T02:39:14Z
19,Custer,access_point,,unknown,Marinac,Active,Fishing,43.9026163,-113.616799,False,False,False,False,False,True,True,True,True,active_official_IDFG_managed_or_co_managed_access_site,not_identified,"Much of the surrounding area is private property; please obey all signs and markers. Please, no pets allowed. Campfires not allowed Access is limited to foot traffic only. Please pack out what you pack in. Day use only.","https://www.google.com/maps/search/?api=1&query=43.9026163,-113.616799",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,249,,249,2026-07-26T02:39:14Z
19,Custer,access_point,,unknown,Rothwell,Active,Fishing,43.8470712,-113.4423696,True,False,False,False,False,False,False,True,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Camping is limited to no more than 10 days within any 30 day period. Pets must be on a leash at all times. Please pack out what you pack in,"https://www.google.com/maps/search/?api=1&query=43.8470712,-113.4423696",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,250,,250,2026-07-26T02:39:14Z
19,Custer,access_point,,unknown,Sheep Bridge,Active,Fishing,44.2324014,-114.9879253,False,False,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,This 2-acre Sawtooth National Recreational Area access is located 2.5 miles west of Stanley along State Highway 21. It provides a graveled parking area within easy walking distance to Valley Creek. Daylight use only.,"https://www.google.com/maps/search/?api=1&query=44.2324014,-114.9879253",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,277,,277,2026-07-26T02:39:14Z
19,Custer,access_point,,unknown,South Butte,Active,Boating,44.2479782,-114.4559023,True,True,True,False,False,False,False,False,True,active_official_IDFG_managed_or_co_managed_access_site,not_identified,This 2-acre site provides public access across Thompson Creek Mine private lands to the Salmon River. Four to five campsites are available. Limited turnarounds restrict access to RVs over 30 feet long.,"https://www.google.com/maps/search/?api=1&query=44.2479782,-114.4559023",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,301,,301,2026-07-26T02:39:14Z
19,Custer,access_point,,unknown,Stennett,Active,Fishing,43.8593726,-113.4713214,False,,False,False,False,True,True,True,True,active_official_IDFG_managed_or_co_managed_access_site,not_identified,Much of the surrounding area is private property; please obey all signs and markers. Pets must be on a leash at all times. Campfires not allowed. Access is limited to foot traffic only. Day use only. Please pack out what you pack in.,"https://www.google.com/maps/search/?api=1&query=43.8593726,-113.4713214",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,248,,248,2026-07-26T02:39:14Z
19,Custer,access_point,,unknown,Tappan,Active,Fishing,44.5919501,-114.1923752,False,False,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,This Idaho Department of Lands undeveloped access provides boating access to the Salmon River. Parking space is limited at this natural boat ramp and is available at turnouts immediately south along US Highway 93.,"https://www.google.com/maps/search/?api=1&query=44.5919501,-114.1923752",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,298,,298,2026-07-26T02:39:14Z
19,Custer,access_point,,unknown,Watts Bridge,Active,Boating,44.6321813,-114.1461167,True,,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,"This 4.5 acre access provides camping, fishing and boating access to the Salmon River. Picnic tables and grills are available at some of the sites. A turnaround area and spacious, shaded camp sites provide access for most RVs. Winter fishing for whitefish is good on this reach of the Salmon River.","https://www.google.com/maps/search/?api=1&query=44.6321813,-114.1461167",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,302,,302,2026-07-26T02:39:14Z
19,Custer,access_point,Antelope Creek,creek,Antelope Creek,Active,Fishing,43.7389938,-113.5039875,True,False,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=43.7389938,-113.5039875",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,329,,329,2026-07-26T02:39:14Z
19,Custer,access_point,Big Lost River - Lower,river,Big Lost River - Lower,Active,Fishing,43.9408512,-113.6501574,True,,False,False,True,False,False,True,True,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Camping is limited to no more than 10 days within any 30 day period. Much of the surrounding area is private property; please obey all signs and markers. Pets must be on a leash at all times. Please pack out what you pack in.,"https://www.google.com/maps/search/?api=1&query=43.9408512,-113.6501574",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,214,,214,2026-07-26T02:39:14Z
19,Custer,access_point,Big Lost River - Upper,river,Big Lost River - Upper,Active,Fishing,44.0178233,-113.9892957,True,False,False,False,False,False,False,True,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Camping is limited to no more than 10 days within any 30 day period. Please pack out what you pack in..,"https://www.google.com/maps/search/?api=1&query=44.0178233,-113.9892957",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,213,,213,2026-07-26T02:39:14Z
19,Custer,access_point,Blue Mountain Pond,pond,Blue Mountain Pond,Active,Fishing,44.501067,-114.2389616,False,,False,False,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,This access is a partnership between the City of Challis and IFG which provides convenient access for persons with disabilities and accessible family fishing within walking distance of downtown Challis. Follow 2nd Street South to the end of the road and take the paved path to the pond. You will find sheltered picnic tables and benches arranged around the pond. The pond is stocked with rainbow trout as well as excess hatchery steelhead in the spring.,"https://www.google.com/maps/search/?api=1&query=44.501067,-114.2389616",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,283,,283,2026-07-26T02:39:14Z
19,Custer,access_point,Dry Creek,creek,Dry Creek,Active,Fishing,44.2388348,-115.0002092,False,False,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,"This access provides roadside parking along State Highway 21 within easy walking distance to Valley Creek. For more information on Sawtooth National Recreation Area access, campgrounds and permitted uses, contact the Stanley Ranger Station, located 2.5 miles south of the intersection of State Highways 21 and 75.","https://www.google.com/maps/search/?api=1&query=44.2388348,-115.0002092",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,278,,278,2026-07-26T02:39:14Z
19,Custer,access_point,Gold Creek,creek,Gold Creek,Active,Fishing,44.1118085,-114.8623437,True,False,False,False,False,False,False,False,True,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,This 9-acre Sawtooth National Recreational Area access is located alongside State Highway 75 and offers easy parking for six or eight vehicles just walking distance from the Salmon River. Limited camping space and turnarounds are available. Please respect the private property that borders this access.,"https://www.google.com/maps/search/?api=1&query=44.1118085,-114.8623437",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,279,,279,2026-07-26T02:39:14Z
19,Custer,access_point,Jimmy Smith Lake,lake,Jimmy Smith Lake,Active,Fishing,44.1651214,-114.395456,True,,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,"A short hike from the parking area along a well–maintained trail takes you to Jimmy Smith Lake. From there, an unimproved trail along the north side of the lake takes you to BLM and Forest Service lands. It is a popular year-round trout fishing and fall hunting destination. Camping is limited to two dispersed sites along the 2- mile access road which forks off the East Fork Road. Turnaround space and RV camping is limited at the trailhead parking area.from the lake provides foot and horse access only to adjacent federal lands.","https://www.google.com/maps/search/?api=1&query=44.1651214,-114.395456",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,271,,271,2026-07-26T02:39:14Z
19,Custer,access_point,Mackay Reservoir - Lower,reservoir,Mackay Reservoir - Lower,Active,Boating,43.9634628,-113.7027092,True,,True,True,False,False,False,True,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Camping is limited to no more than 10 days within any 30 day period. Pets must be on a leash at all times. Please pack out what you pack in. Groups of 15 people or larger must obtain a permit at the IDFG Regional Office.,"https://www.google.com/maps/search/?api=1&query=43.9634628,-113.7027092",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,253,,253,2026-07-26T02:39:14Z
19,Custer,access_point,Mackay Reservoir - Upper,reservoir,Mackay Reservoir - Upper,Active,Boating,43.967914,-113.7106839,True,True,True,False,False,False,False,True,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,Camping is limited to no more than 10 days within any 30 day period. Pets must be on a leash at all times. Please pack out what you pack in. Groups of 15 people or larger must obtain a permit at the IDFG Regional Office. Gravel boat ramp available.,"https://www.google.com/maps/search/?api=1&query=43.967914,-113.7106839",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,252,,252,2026-07-26T02:39:14Z
19,Custer,access_point,Pahsimeroi River,river,Pahsimeroi River,Active,Fishing,44.620258,-113.9747087,True,,False,False,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,"This 198-acre access provides abundant fishing, hunting, and wildlife viewing opportunities. A disabled fishing platform is located at the southwest access. Check the “Special Rules Waters” section of the Idaho Fishing Seasons and Rules for restrictions on the Pahsimeroi River. Short-range weapons only are allowed during all hunting seasons. Please stay within the posted boundaries out of respect for our ranching neighbors.","https://www.google.com/maps/search/?api=1&query=44.620258,-113.9747087",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,296,,296,2026-07-26T02:39:14Z
19,Custer,access_point,Salmon River and accesses BLM lands,river,Pennal Gulch,Active,Boating,44.5450806,-114.1792055,True,False,True,False,False,False,False,False,True,active_official_IDFG_managed_or_co_managed_access_site,parsed_from_official_notes,This is an IFG public easement through private land that provides a natural boat ramp to the Salmon River and accesses BLM lands. Wildlife viewing opportunities are numerous here. Please respect adjacent private properties and stay within the posted boundaries.,"https://www.google.com/maps/search/?api=1&query=44.5450806,-114.1792055",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,270,,270,2026-07-26T02:39:14Z
19,Custer,access_point,Sawtooth Kids Pond,pond,Sawtooth Kids Pond,Active,Fishing,44.1508515,-114.882883,False,,False,False,True,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,This public fishing pond is provided for the enjoyment of our young anglers. Please observe the following. Fishing Rules: State fishing rules and regulations apply. Please consult the current Idaho Fishing Seasons and Rules Book (available at the hatchery or any local license vendor) for additional information. Age Restrictions: This pond is for children 17 years of age and under. Parking Information: Parking is restricted to the visitor parking lots. Fishing Hours: 8:00 a.m. to 5:00 p.m. Some fishing equipment is available. Please inquire at the office.,"https://www.google.com/maps/search/?api=1&query=44.1508515,-114.882883",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,297,,297,2026-07-26T02:39:14Z
19,Custer,access_point,South Butte Pond,pond,South Butte Pond,Active,Fishing,44.2561396,-114.4555364,False,False,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,"This 8-acre access has a pond which is occasionally stocked with rainbow trout during the summer fishing season, especially for the Memorial Day and July 4th holidays. Water for the pond is from a secondary water right, so the pond is periodically drawn down by irrigators during the summer. A 150-foot walk from the parking area is required to access the pond. Limited camping space is available at the Squaw Creek Access located just east of the US Highway 93 and Squaw Creek Road junction. Daylight Use Only.","https://www.google.com/maps/search/?api=1&query=44.2561396,-114.4555364",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,303,,303,2026-07-26T02:39:14Z
19,Custer,access_point,Valley Creek,creek,Valley Creek,Active,Fishing,44.2186207,-114.9423261,False,False,False,False,False,False,False,False,True,active_official_IDFG_managed_or_co_managed_access_site,parsed_from_official_notes,This IFG foot access-only easement across private land offers fishing access to Valley Creek. The easement extends approximately 400 feet east of the bridge on the south bank of Valley Creek. Please stay within the posted easement boundaries. Daylight use only.,"https://www.google.com/maps/search/?api=1&query=44.2186207,-114.9423261",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,300,,300,2026-07-26T02:39:14Z
19,Custer,access_point,east side of the reservoir,reservoir,Mosquito Flat Reservoir,Active,Boating,44.5204698,-114.433259,True,True,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,parsed_from_official_notes,IFG regularly stocks this reservoir with rainbow trout. A Forest Service developed campground and boat ramp are located on the east side of the reservoir.,"https://www.google.com/maps/search/?api=1&query=44.5204698,-114.433259",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,294,,294,2026-07-26T02:39:14Z
20,Elmore,access_point,,unknown,Hammett Boating Access,Active,Boating,42.928994,-115.4678372,False,True,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=42.928994,-115.4678372",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,336,,336,2026-07-26T02:39:14Z
20,Elmore,access_point,,unknown,King Hill,Active,Boating,43.0002949,-115.2142314,True,True,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=43.0002949,-115.2142314",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,136,,136,2026-07-26T02:39:14Z
20,Elmore,access_point,,unknown,Three Island Crossing,Active,Fishing,42.9379301,-115.3243679,False,False,False,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,not_identified,,"https://www.google.com/maps/search/?api=1&query=42.9379301,-115.3243679",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,135,,135,2026-07-26T02:39:14Z
20,Elmore,access_point,Little Camas Reservoir,reservoir,Little Camas Reservoir,Active,Boating,43.3408736,-115.3872011,True,True,True,False,False,False,False,False,False,active_official_IDFG_managed_or_co_managed_access_site,derived_from_access_site_name,,"https://www.google.com/maps/search/?api=1&query=43.3408736,-115.3872011",IDFG Fishing and Boating Access Sites Public,https://idfg.idaho.gov/visit/fish-boat-guide,132,,132,2026-07-26T02:39:14Z
